Frequency [GHz],S11 [dB],ff,ld, lf, lg, lp, ls, s1, s2, t, wf, wg,wp, ws, z
11.25,-6.850387845,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.26500034,-6.907734026,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.27999973,-6.96555397,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.29500008,-7.023821019,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.31000042,-7.082516396,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.32499981,-7.141621111,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.34000015,-7.201122542,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.35499954,-7.261009693,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.36999989,-7.321275295,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.38500023,-7.381919591,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.39999962,-7.442938862,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.41499996,-7.504341437,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.43000031,-7.566135422,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.44499969,-7.628332165,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.46000004,-7.690947504,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.47500038,-7.754000086,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.48999977,-7.817514222,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.50500011,-7.881512024,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.52000046,-7.946024743,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.53499985,-8.011082151,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.55000019,-8.076719683,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.56499958,-8.142971327,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.57999992,-8.209877303,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.59500027,-8.277477615,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.60999966,-8.345813428,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.625,-8.414928745,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.64000034,-8.48486651,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.65499973,-8.555672157,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.67000008,-8.627390427,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.68500042,-8.700066522,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.69999981,-8.773746414,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.71500015,-8.848473716,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.72999954,-8.924294746,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.74499989,-9.001250411,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.76000023,-9.079383036,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.77499962,-9.158731534,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.78999996,-9.239336253,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.80500031,-9.321231699,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.81999969,-9.404451668,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.83500004,-9.48902757,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.85000038,-9.574987452,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.86499977,-9.662355618,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.88000011,-9.751153236,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.89500046,-9.841397792,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.90999985,-9.933102758,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.92500019,-10.02627863,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.93999958,-10.12092874,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.95499992,-10.21705662,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.97000027,-10.31465457,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
11.98499966,-10.41371689,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12,-10.51422717,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.01500034,-10.61616667,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.02999973,-10.71950832,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.04500008,-10.82422314,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.06000042,-10.93027415,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.07499981,-11.0376199,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.09000015,-11.14621116,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.10499954,-11.25599199,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.11999989,-11.36690427,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.13500023,-11.47887995,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.14999962,-11.59184495,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.16499996,-11.70572286,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.18000031,-11.82042699,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.19499969,-11.93586692,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.21000004,-12.05194576,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.22500038,-12.16856243,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.23999977,-12.28560893,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.25500011,-12.40297197,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.27000046,-12.52053575,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.28499985,-12.63817927,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.30000019,-12.75577823,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.31499958,-12.87320462,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.32999992,-12.99032777,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.34500027,-13.10701668,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.35999966,-13.22313796,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.375,-13.33855961,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.39000034,-13.4531493,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.40499973,-13.56677544,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.42000008,-13.67931052,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.43500042,-13.79062984,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.44999981,-13.90061186,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.46500015,-14.00914262,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.47999954,-14.11611228,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.49499989,-14.22142075,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.51000023,-14.32497281,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.52499962,-14.42668455,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.53999996,-14.52647998,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.55500031,-14.62429498,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.56999969,-14.72007485,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.58500004,-14.81377568,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.60000038,-14.90536655,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.61499977,-14.99482687,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.63000011,-15.08214756,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.64500046,-15.16733161,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.65999985,-15.25039269,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.67500019,-15.33135759,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.68999958,-15.41025766,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.70499992,-15.48714331,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.72000027,-15.5620629,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.73499966,-15.63508343,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.75,-15.70627074,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.76500034,-15.77570317,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.77999973,-15.8434637,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.79500008,-15.90963419,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.81000042,-15.97430483,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.82499981,-16.03756958,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.84000015,-16.09952057,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.85499954,-16.1602497,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.86999989,-16.21984929,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.88500023,-16.27841127,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.89999962,-16.33602125,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.91499996,-16.39276811,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.93000031,-16.44872774,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.94499969,-16.50397791,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.96000004,-16.55858983,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.97500038,-16.61262281,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
12.98999977,-16.66613341,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.00500011,-16.71917375,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.02000046,-16.77178114,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.03499985,-16.82399121,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.05000019,-16.87582399,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.06499958,-16.92729732,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.07999992,-16.97841334,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.09500027,-17.0291684,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.10999966,-17.07954785,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.125,-17.12952637,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.14000034,-17.17906986,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.15499973,-17.22813176,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.17000008,-17.27665783,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.18500042,-17.32458109,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.19999981,-17.37182486,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.21500015,-17.41830373,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.22999954,-17.46391983,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.24499989,-17.50856607,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.26000023,-17.55213023,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.27499962,-17.59448275,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.28999996,-17.63549299,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.30500031,-17.6750187,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.31999969,-17.71291071,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.33500004,-17.74901402,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.35000038,-17.78316842,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.36499977,-17.81520527,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.38000011,-17.84495959,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.39500046,-17.87225673,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.40999985,-17.89692879,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.42500019,-17.91880036,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.43999958,-17.93770737,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.45499992,-17.95348024,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.47000027,-17.96596334,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.48499966,-17.97500538,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.5,-17.98046365,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.51500034,-17.9822067,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.52999973,-17.98011739,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.54500008,-17.9740919,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.56000042,-17.96404275,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.57499981,-17.94989612,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.59000015,-17.93160522,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.60499954,-17.90913611,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.61999989,-17.88247383,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.63500023,-17.85162734,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.64999962,-17.81662632,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.66499996,-17.77752073,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.68000031,-17.73437658,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.69499969,-17.6872836,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.71000004,-17.63635016,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.72500038,-17.58169849,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.73999977,-17.52347207,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.75500011,-17.46182414,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.77000046,-17.3969223,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.78499985,-17.32894632,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.80000019,-17.25808536,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.81499958,-17.18453039,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.82999992,-17.10848739,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.84500027,-17.03015878,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.85999966,-16.94974854,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.875,-16.86746799,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.89000034,-16.78351667,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.90499973,-16.69810291,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.92000008,-16.61141829,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.93500042,-16.52365806,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.94999981,-16.43500806,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.96500015,-16.34564197,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.97999954,-16.25573553,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
13.99499989,-16.16544245,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.01000023,-16.07491509,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.02499962,-15.98429395,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.03999996,-15.89370632,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.05500031,-15.80327116,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.06999969,-15.71309449,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.08500004,-15.62327132,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.10000038,-15.53388458,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.11499977,-15.44500913,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.13000011,-15.3567043,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.14500046,-15.26901944,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.15999985,-15.181994,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.17500019,-15.09565696,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.18999958,-15.01002555,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.20499992,-14.92510674,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.22000027,-14.84089773,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.23499966,-14.75738765,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.25,-14.67455483,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.26500034,-14.5923703,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.27999973,-14.51079792,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.29500008,-14.42979112,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.31000042,-14.3493002,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.32499981,-14.26926575,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.34000015,-14.18962431,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.35499954,-14.11030759,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.36999989,-14.03124315,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.38500023,-13.95235473,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.39999962,-13.87356296,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.41499996,-13.79478763,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.43000031,-13.71594685,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.44499969,-13.63695854,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.46000004,-13.55773999,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.47500038,-13.47821363,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.48999977,-13.39830041,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.50500011,-13.31792692,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.52000046,-13.23702129,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.53499985,-13.15551988,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.55000019,-13.07336085,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.56499958,-12.99049154,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.57999992,-12.90686479,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.59500027,-12.82244127,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.60999966,-12.73718915,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.625,-12.65108529,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.64000034,-12.56411509,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.65499973,-12.47627193,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.67000008,-12.38756125,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.68500042,-12.29799261,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.69999981,-12.20758809,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.71500015,-12.11637868,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.72999954,-12.02440069,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.74499989,-11.93170095,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.76000023,-11.83833577,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.77499962,-11.74436459,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.78999996,-11.6498539,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.80500031,-11.55488063,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.81999969,-11.45952439,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.83500004,-11.36386687,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.85000038,-11.26799863,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.86499977,-11.17200812,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.88000011,-11.07599121,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.89500046,-10.98004312,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.90999985,-10.88425977,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.92500019,-10.78873845,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.93999958,-10.69357827,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.95499992,-10.59887133,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.97000027,-10.50471437,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
14.98499966,-10.41120021,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
15,-10.31841537,0.4,2,9,8.7,13,22,1,4,0.035,3,6.5,12,22,1.6
